language,iso2,iso3,flores200,bcp47,microsoft_translator,google_translator,nllb,seamless_m4t,madlad_400,translategemma,gpt,deepseek
Waffa,,waj,,waj,0,0,0,0,0,0,1,1
Kuni-Boazi,,kvg,,kvg,0,0,0,0,0,0,1,1
Tokelau,,tkl,,tkl,0,0,0,0,0,0,1,1
Koti,,eko,,eko,0,0,0,0,0,0,1,1
Chuave,,cjv,,cjv,0,0,0,0,0,0,1,1
Nek,,nif,,nif,0,0,0,0,0,0,1,1
Sateré-Mawé,,mav,,mav,0,0,0,0,0,0,1,1
Nali,,nss,,nss,0,0,0,0,0,0,1,1
Chachi,,cbi,,cbi,0,0,0,0,0,0,1,1
Tsakhur,,tkr,,tkr,0,0,0,0,0,0,1,1
Even,,eve,,eve,0,0,0,0,0,0,1,1
Kala Lagaw Ya,,mwp,,mwp,0,0,0,0,0,0,1,1
Ringgou,,rgu,,rgu,0,0,0,0,0,0,1,1
Busa,,bqp,,bqp,0,0,0,0,0,0,1,1
Tangkhul Naga (India),,nmf,,nmf,0,0,0,0,0,0,1,1
Kagayanen,,cgc,,cgc,0,0,0,0,0,0,1,1
Diuxi-Tilantongo Mixtec,,xtd,,xtd,0,0,0,0,0,0,1,1
Pinotepa Nacional Mixtec,,mio,,mio,0,0,0,0,0,0,1,1
Mamasa,,mqj,,mqj,0,0,0,0,0,0,1,1
Enlhet,,enl,,enl,0,0,0,0,0,0,1,1
Kpelle,,kpe,,kpe,0,0,0,0,0,0,1,1
Apinayé,,apn,,apn,0,0,0,0,0,0,1,1
Caribbean Hindustani,,hns,,hns,0,0,0,0,0,0,1,1
Sudest,,tgo,,tgo,0,0,0,0,0,0,1,1
Masai,,mas,,mas,0,0,0,0,0,0,1,1
Urat,,urt,,urt,0,0,0,0,0,0,1,1
Francisco León Zoque,,zos,,zos,0,0,0,0,0,0,1,1
Toma,,tod,,tod,0,0,0,0,0,0,1,1
Ninzo,,nin,,nin,0,0,0,0,0,0,1,1
Ambonese Malay,,abs,,abs,0,0,0,0,0,0,1,1
Ivbie North-Okpela-Arhe,,atg,,atg,0,0,0,0,0,0,1,1
Adzera,,adz,,adz,0,0,0,0,0,0,1,1
Southern Nambikuára,,nab,,nab,0,0,0,0,0,0,1,1
Camsá,,kbh,,kbh,0,0,0,0,0,0,1,1
Eastern Khumi Chin,,cek,,cek,0,0,0,0,0,0,1,1
Kwere,,cwe,,cwe,0,0,0,0,0,0,1,1
Kube,,kgf,,kgf,0,0,0,0,0,0,1,1
Apurinã,,apu,,apu,0,0,0,0,0,0,1,1
Emberá-Catío,,cto,,cto,0,0,0,0,0,0,1,1
Tewa (USA),,tew,,tew,0,0,0,0,0,0,1,1
Bribri,,bzd,,bzd,0,0,0,0,0,0,1,1
Binandere,,bhg,,bhg,0,0,0,0,0,0,1,1
Border Kuna,,kvn,,kvn,0,0,0,0,0,0,1,1
Zemba,,dhm,,dhm,0,0,0,0,0,0,1,1
Yanesha',,ame,,ame,0,0,0,0,0,0,1,1
Balangao,,blw,,blw,0,0,0,0,0,0,1,1
Southern Dagaare,,dga,,dga,0,0,0,0,0,0,1,1
Western Tlacolula Valley Zapotec,,zab,,zab,0,0,0,0,0,0,1,1
Gela,,nlg,,nlg,0,0,0,0,0,0,1,1
Haruai,,tmd,,tmd,0,0,0,0,0,0,1,1
Tsikimba,,kdl,,kdl,0,0,0,0,0,0,1,1
Fasu,,faa,,faa,0,0,0,0,0,0,1,1
Kok Borok,,trp,,trp,0,0,0,0,0,0,1,1
Western Lawa,,lcp,,lcp,0,0,0,0,0,0,1,1
Tsishingini,,tsw,,tsw,0,0,0,0,0,0,1,1
Vidunda,,vid,,vid,0,0,0,0,0,0,1,1
Edolo,,etr,,etr,0,0,0,0,0,0,1,1
Sierra de Juárez Zapotec,,zaa,,zaa,0,0,0,0,0,0,1,1
Nuer,,nus,nus_Latn,nus,0,0,1,0,0,0,1,1
Kaluli,,bco,,bco,0,0,0,0,0,0,1,1
Beembe,,beq,,beq,0,0,0,0,0,0,1,1
Dangaléat,,daa,,daa,0,0,0,0,0,0,1,1
Sangir,,sxn,,sxn,0,0,0,0,0,0,1,1
Alekano,,gah,,gah,0,0,0,0,0,0,1,1
Chayahuita,,cbt,,cbt,0,0,0,0,0,0,1,1
Cañar Highland Quichua,,qxr,,qxr,0,0,0,0,0,0,1,1
Dhao,,nfa,,nfa,0,0,0,0,0,0,1,1
Chayuco Mixtec,,mih,,mih,0,0,0,0,0,0,1,1
Tumulung Sisaala,,sil,,sil,0,0,0,0,0,0,1,1
Gumuz,,guk,,guk,0,0,0,0,0,0,1,1
Mansaka,,msk,,msk,0,0,0,0,0,0,1,1
Izii,,izz,,izz,0,0,0,0,0,0,1,1
Bakairí,,bkq,,bkq,0,0,0,0,0,0,1,1
Tektiteko,,ttc,,ttc,0,0,0,0,0,0,1,1
Kosarek Yale,,kkl,,kkl,0,0,0,0,0,0,1,1
Potawatomi,,pot,,pot,0,0,0,0,0,0,1,1
Abui,,abz,,abz,0,0,0,0,0,0,1,1
Cajamarca Quechua,,qvc,,qvc,0,0,0,0,0,0,1,1
Northern Conchucos Ancash Quechua,,qxn,,qxn,0,0,0,0,0,0,1,1
Colorado,,cof,,cof,0,0,0,0,0,0,1,1
Attié,,ati,,ati,0,0,0,0,0,0,1,1
Macushi,,mbc,,mbc,0,0,0,0,0,0,1,1
Amarakaeri,,amr,,amr,0,0,0,0,0,0,1,1
Anmatyerre,,amx,,amx,0,0,0,0,0,0,1,1
Yaqui,,yaq,,yaq,0,0,0,0,0,0,1,1
Xicotepec De Juárez Totonac,,too,,too,0,0,0,0,0,0,1,1
Suba,,sxb,,sxb,0,0,0,0,0,0,1,1
Rincón Zapotec,,zar,,zar,0,0,0,0,0,0,1,1
Aringa,,luc,,luc,0,0,0,0,0,0,1,1
Central Cagayan Agta,,agt,,agt,0,0,0,0,0,0,1,1
Southern Nuni,,nnw,,nnw,0,0,0,0,0,0,1,1
Ajyíninka Apurucayali,,cpc,,cpc,0,0,0,0,0,0,1,1
Torres Strait Creole,,tcs,,tcs,0,0,0,0,0,0,1,1
Masbatenyo,,msb,,msb,0,0,0,0,0,0,1,1
Phende,,pem,,pem,0,0,0,0,0,0,1,1
Central Subanen,,syb,,syb,0,0,0,0,0,0,1,1
Nyamwanga,,mwn,,mwn,0,0,0,0,0,0,1,1
Luwo,,lwo,,lwo,0,0,0,0,0,0,1,1
Denya,,anv,,anv,0,0,0,0,0,0,1,1
Kaiwá,,kgk,,kgk,0,0,0,0,0,0,1,1
Ogea,,eri,,eri,0,0,0,0,0,0,1,1
Nadëb,,mbj,,mbj,0,0,0,0,0,0,1,1
Rejang,,rej,,rej,0,0,0,0,0,0,1,1
Mixtepec Zapotec,,zpm,,zpm,0,0,0,0,0,0,1,1
Ambai,,amk,,amk,0,0,0,0,0,0,1,1
Uripiv-Wala-Rano-Atchin,,upv,,upv,0,0,0,0,0,0,1,1
Nkonya,,nko,,nko,0,0,0,0,0,0,1,1
Binukid,,bkd,,bkd,0,0,0,0,0,0,1,1
Tacana,,tna,,tna,0,0,0,0,0,0,1,1
Wallisian,,wls,,wls,0,0,0,0,0,0,1,1
Akawaio,,ake,,ake,0,0,0,0,0,0,1,1
Lashi,,lsi,,lsi,0,0,0,0,0,0,1,1
Tatuyo,,tav,,tav,0,0,0,0,0,0,1,1
Santo Domingo Albarradas Zapotec,,zas,,zas,0,0,0,0,0,0,1,1
Swampy Cree,,csw,,csw,0,0,0,0,0,0,1,1
Miyobe,,soy,,soy,0,0,0,0,0,0,1,1
Ottawa,,otw,,otw,0,0,0,0,0,0,1,1
Maore Comorian,,swb,,swb,0,0,0,0,0,0,1,1
Highland Popoluca,,poi,,poi,0,0,0,0,0,0,1,1
Are,,mwc,,mwc,0,0,0,0,0,0,1,1
Mayoyao Ifugao,,ifu,,ifu,0,0,0,0,0,0,1,1
Southeastern Tepehuan,,stp,,stp,0,0,0,0,0,0,1,1
Aja (Benin),,ajg,,ajg,0,0,0,0,0,0,1,1
Wedau,,wed,,wed,0,0,0,0,0,0,1,1
Paranan,,prf,,prf,0,0,0,0,0,0,1,1
Ika,,ikk,,ikk,0,0,0,0,0,0,1,1
Kutu,,kdc,,kdc,0,0,0,0,0,0,1,1
Ozolotepec Zapotec,,zao,,zao,0,0,0,0,0,0,1,1
Ocotepec Mixtec,,mie,,mie,0,0,0,0,0,0,1,1
San Vicente Coatlán Zapotec,,zpt,,zpt,0,0,0,0,0,0,1,1
Ngindo,,nnq,,nnq,0,0,0,0,0,0,1,1
Western Apache,,apw,,apw,0,0,0,0,0,0,1,1
Upper Necaxa Totonac,,tku,,tku,0,0,0,0,0,0,1,1
Meru,,mer,,mer,0,0,0,0,0,0,1,1
Luguru,,ruf,,ruf,0,0,0,0,0,0,1,1
San Juan Colorado Mixtec,,mjc,,mjc,0,0,0,0,0,0,1,1
Muyang,,muy,,muy,0,0,0,0,0,0,1,1
Mwani,,wmw,,wmw,0,0,0,0,0,0,1,1
Esan,,ish,,ish,0,0,0,0,0,0,1,1
Makhuwa-Meetto,,mgh,,mgh,0,0,0,0,0,0,1,1
Dungan,,dng,,dng,0,0,0,0,0,0,1,1
San Martín Itunyoso Triqui,,trq,,trq,0,0,0,0,0,0,1,1
Ata Manobo,,atd,,atd,0,0,0,0,0,0,1,1
Minaveha,,mvn,,mvn,0,0,0,0,0,0,1,1
Nigeria Mambila,,mzk,,mzk,0,0,0,0,0,0,1,1
Southern Puebla Mixtec,,mit,,mit,0,0,0,0,0,0,1,1
Paiwan,,pwn,,pwn,0,0,0,0,0,0,1,1
Nyole,,nuj,,nuj,0,0,0,0,0,0,1,1
Caluyanun,,clu,,clu,0,0,0,0,0,0,1,1
Miahuatlán Zapotec,,zam,,zam,0,0,0,0,0,0,1,1
Murui Huitoto,,huu,,huu,0,0,0,0,0,0,1,1
Abua,,abn,,abn,0,0,0,0,0,0,1,1
Hanunoo,,hnn,,hnn,0,0,0,0,0,0,1,1
Estado de México Otomi,,ots,,ots,0,0,0,0,0,0,1,1
Jèrriais,,nrf,,nrf,0,0,0,0,0,0,1,1
Northern Kankanay,,xnn,,xnn,0,0,0,0,0,0,1,1
Mape,,mlh,,mlh,0,0,0,0,0,0,1,1
Yine,,pib,,pib,0,0,0,0,0,0,1,1
Samberigi,,ssx,,ssx,0,0,0,0,0,0,1,1
Santa María Zacatepec Mixtec,,mza,,mza,0,0,0,0,0,0,1,1
Sarangani Blaan,,bps,,bps,0,0,0,0,0,0,1,1
Kuku-Yalanji,,gvn,,gvn,0,0,0,0,0,0,1,1
Central Tunebo,,tuf,,tuf,0,0,0,0,0,0,1,1
Ewondo,,ewo,,ewo,0,0,0,0,0,0,1,1
Zotung Chin,,czt,,czt,0,0,0,0,0,0,1,1
Quiotepec Chinantec,,chq,,chq,0,0,0,0,0,0,1,1
Fataleka,,far,,far,0,0,0,0,0,0,1,1
Fore,,for,,for,0,0,0,0,0,0,1,1
Kamano,,kbq,,kbq,0,0,0,0,0,0,1,1
Coatzospan Mixtec,,miz,,miz,0,0,0,0,0,0,1,1
Isthmus Mixe,,mir,,mir,0,0,0,0,0,0,1,1
Waorani,,auc,,auc,0,0,0,0,0,0,1,1
Awara,,awx,,awx,0,0,0,0,0,0,1,1
Mohawk,,moh,,moh,0,0,0,0,0,0,1,1
Yawa,,yva,,yva,0,0,0,0,0,0,1,1
Idoma,,idu,,idu,0,0,0,0,0,0,1,1
Igede,,ige,,ige,0,0,0,0,0,0,1,1
San Mateo Del Mar Huave,,huv,,huv,0,0,0,0,0,0,1,1
Bana,,bcw,,bcw,0,0,0,0,0,0,1,1
Central Tarahumara,,tar,,tar,0,0,0,0,0,0,1,1
Tol,,jic,,jic,0,0,0,0,0,0,1,1
Lalana Chinantec,,cnl,,cnl,0,0,0,0,0,0,1,1
Akukem,,spm,,spm,0,0,0,0,0,0,1,1
Kalagan,,kqe,,kqe,0,0,0,0,0,0,1,1
Secoya,,sey,,sey,0,0,0,0,0,0,1,1
Hamer-Banna,,amf,,amf,0,0,0,0,0,0,1,1
Southern Conchucos Ancash Quechua,,qxo,,qxo,0,0,0,0,0,0,1,1
Tooro,,ttj,,ttj,0,0,0,0,0,0,1,1
Highland Puebla Nahuatl,,azz,,azz,0,0,0,0,0,0,1,1
Yakan,,yka,,yka,0,0,0,0,0,0,1,1
Caquinte,,cot,,cot,0,0,0,0,0,0,1,1
Baltic Romani,,rml,,rml,0,0,0,0,0,0,1,1
Mundurukú,,myu,,myu,0,0,0,0,0,0,1,1
Eastern Oromo,,hae,,hae,0,0,0,0,0,0,1,1
Ayutla Mixtec,,miy,,miy,0,0,0,0,0,0,1,1
Buamu,,box,,box,0,0,0,0,0,0,1,1
Wahau Kenyah,,whk,,whk,0,0,0,0,0,0,1,1
Okpe (Southwestern Edo),,oke,,oke,0,0,0,0,0,0,1,1
Ga'dang,,gdg,,gdg,0,0,0,0,0,0,1,1
Bora,,boa,,boa,0,0,0,0,0,0,1,1
Silacayoapan Mixtec,,mks,,mks,0,0,0,0,0,0,1,1
Batak Dairi,,btd,,btd,0,0,0,0,0,0,1,1
Atatláhuca Mixtec,,mib,,mib,0,0,0,0,0,0,1,1
Tuyuca,,tue,,tue,0,0,0,0,0,0,1,1
Obolo,,ann,,ann,0,0,0,0,0,0,1,1
Buli (Ghana),,bwu,,bwu,0,0,0,0,0,0,1,1
Ucayali-Yurúa Ashéninka,,cpb,,cpb,0,0,0,0,0,0,1,1
Gwichʼin,,gwi,,gwi,0,0,0,0,0,0,1,1
Lobala,,loq,,loq,0,0,0,0,0,0,1,1
Ngawn Chin,,cnw,,cnw,0,0,0,0,0,0,1,1
Wala,,lgl,,lgl,0,0,0,0,0,0,1,1
Sanumá,,xsu,,xsu,0,0,0,0,0,0,1,1
Toura (Côte d'Ivoire),,neb,,neb,0,0,0,0,0,0,1,1
Yaminahua,,yaa,,yaa,0,0,0,0,0,0,1,1
Lango (Uganda),,laj,,laj,0,0,0,0,0,0,1,1
Central Bontok,,lbk,,lbk,0,0,0,0,0,0,1,1
Cubeo,,cub,,cub,0,0,0,0,0,0,1,1
Capanahua,,kaq,,kaq,0,0,0,0,0,0,1,1
Eastern Arrernte,,aer,,aer,0,0,0,0,0,0,1,1
Kalanga,,kck,,kck,0,0,0,0,0,0,1,1
Kakabai,,kqf,,kqf,0,0,0,0,0,0,1,1
Nomatsiguenga,,not,,not,0,0,0,0,0,0,1,1
Giryama,,nyf,,nyf,0,0,0,0,0,0,1,1
Tepeuxila Cuicatec,,cux,,cux,0,0,0,0,0,0,1,1
Sylheti,,syl,,syl,0,0,0,0,0,0,1,1
Hixkaryána,,hix,,hix,0,0,0,0,0,0,1,1
Yamba,,yam,,yam,0,0,0,0,0,0,1,1
Mokole,,mkl,,mkl,0,0,0,0,0,0,1,1
Nivaclé,,cag,,cag,0,0,0,0,0,0,1,1
Yucuna,,ycn,,ycn,0,0,0,0,0,0,1,1
Toraja-Sa'dan,,sda,,sda,0,0,0,0,0,0,1,1
Amatlán Zapotec,,zpo,,zpo,0,0,0,0,0,0,1,1
Western Subanon,,suc,,suc,0,0,0,0,0,0,1,1
Wa,,wbm,,wbm,0,0,0,0,0,0,1,1
Rapanui,,rap,,rap,0,0,0,0,0,0,1,1
Central Kanuri,,knc,knc_Arab,knc,0,0,1,0,1,0,1,1
Zarma,,dje,,dje,0,0,0,0,0,0,1,1
Nukna,,klt,,klt,0,0,0,0,0,0,1,1
Mian,,mpt,,mpt,0,0,0,0,0,0,1,1
Guarayu,,gyr,,gyr,0,0,0,0,0,0,1,1
Matal,,mfh,,mfh,0,0,0,0,0,0,1,1
Caló,,rmq,,rmq,0,0,0,0,0,0,1,1
Baba Malay,,mbf,,mbf,0,0,0,0,0,0,1,1
Koya,,kff,,kff,0,0,0,0,0,0,1,1
Ndali,,ndh,,ndh,0,0,0,0,0,0,1,1
Wè Northern,,wob,,wob,0,0,0,0,0,0,1,1
Makaa,,mcp,,mcp,0,0,0,0,0,0,1,1
San Miguel El Grande Mixtec,,mig,,mig,0,0,0,0,0,0,1,1
Ngambay,,sba,,sba,0,0,0,0,0,0,1,1
Cherokee,,chr,,chr,0,0,0,0,0,0,1,1
Ngulu,,ngp,,ngp,0,0,0,0,0,0,1,1
Ledo Kaili,,lew,,lew,0,0,0,0,0,0,1,1
Magdalena Peñasco Mixtec,,xtm,,xtm,0,0,0,0,0,0,1,1
Arapaho,,arp,,arp,0,0,0,0,0,0,1,1
Siksika,,bla,,bla,0,0,0,0,0,0,1,1
Ikwere,,ikw,,ikw,0,0,0,0,0,0,1,1
Eastern Bontok,,ebk,,ebk,0,0,0,0,0,0,1,1
Mbukushu,,mhw,,mhw,0,0,0,0,0,0,1,1
Piapoco,,pio,,pio,0,0,0,0,0,0,1,1
Pilagá,,plg,,plg,0,0,0,0,0,0,1,1
Anuki,,aui,,aui,0,0,0,0,0,0,1,1
Dibabawon Manobo,,mbd,,mbd,0,0,0,0,0,0,1,1
Matsés,,mcf,,mcf,0,0,0,0,0,0,1,1
Yareni Zapotec,,zae,,zae,0,0,0,0,0,0,1,1
Ibanag,,ibg,,ibg,0,0,0,0,0,0,1,1
Vengo,,bav,,bav,0,0,0,0,0,0,1,1
Mayangna,,yan,,yan,0,0,0,0,0,0,1,1
Bwaidoka,,bwd,,bwd,0,0,0,0,0,0,1,1
Cotabato Manobo,,mta,,mta,0,0,0,0,0,0,1,1
Kutep,,kub,,kub,0,0,0,0,0,0,1,1
Cerma,,cme,,cme,0,0,0,0,0,0,1,1
Páez,,pbb,,pbb,0,0,0,0,0,0,1,1
Tupuri,,tui,,tui,0,0,0,0,0,0,1,1
Sekpele,,lip,,lip,0,0,0,0,0,0,1,1
Vagla,,vag,,vag,0,0,0,0,0,0,1,1
Sierra Negra Nahuatl,,nsu,,nsu,0,0,0,0,0,0,1,1
Sassarese Sardinian,,sdc,,sdc,0,0,0,0,0,0,1,1
Gor,,gqr,,gqr,0,0,0,0,0,0,1,1
Nomaande,,lem,,lem,0,0,0,0,0,0,1,1
Nocte Naga,,njb,,njb,0,0,0,0,0,0,1,1
Wapishana,,wap,,wap,0,0,0,0,0,0,1,1
Yatzachi Zapotec,,zav,,zav,0,0,0,0,0,0,1,1
Mbunda,,mck,,mck,0,0,0,0,0,0,1,1
Ignaciano,,ign,,ign,0,0,0,0,0,0,1,1
Mundani,,mnf,,mnf,0,0,0,0,0,0,1,1
Moyon Naga,,nmo,,nmo,0,0,0,0,0,0,1,1
Pogolo,,poy,,poy,0,0,0,0,0,0,1,1
Cofán,,con,,con,0,0,0,0,0,0,1,1
Jalapa De Díaz Mazatec,,maj,,maj,0,0,0,0,0,0,1,1
Ghayavi,,bmk,,bmk,0,0,0,0,0,0,1,1
Kom (India),,kmm,,kmm,0,0,0,0,0,0,1,1
Uab Meto,,aoz,,aoz,0,0,0,0,0,0,1,1
Parkwa,,pbi,,pbi,0,0,0,0,0,0,1,1
Kuo,,xuo,,xuo,0,0,0,0,0,0,1,1
Northern East Cree,,crl,,crl,0,0,0,0,0,0,1,1
Duruma,,dug,,dug,0,0,0,0,0,0,1,1
Gen,,gej,,gej,0,0,0,0,0,0,1,1
Toba,,tob,,tob,0,0,0,0,0,0,1,1
Yagua,,yad,,yad,0,0,0,0,0,0,1,1
Duri,,mvp,,mvp,0,0,0,0,0,0,1,1
Wanga,,lwg,,lwg,0,0,0,0,0,0,1,1
Walmajarri,,wmt,,wmt,0,0,0,0,0,0,1,1
Q'anjob'al,,kjb,,kjb,0,0,0,0,0,0,1,1
Buhutu,,bxh,,bxh,0,0,0,0,0,0,1,1
Tikar,,tik,,tik,0,0,0,0,0,0,1,1
Adamawa Fulfulde,,fub,,fub,0,0,0,0,0,0,1,1
Mochi,,old,,old,0,0,0,0,0,0,1,1
Hrangkhol,,hra,,hra,0,0,0,0,0,0,1,1
Adele,,ade,,ade,0,0,0,0,0,0,1,1
Limos Kalinga,,kmk,,kmk,0,0,0,0,0,0,1,1
Lenje,,leh,,leh,0,0,0,0,0,0,1,1
Manggarai,,mqy,,mqy,0,0,0,0,0,0,1,1
Alacatlatzala Mixtec,,mim,,mim,0,0,0,0,0,0,1,1
Buginese,,bug,bug_Latn,bug,0,0,1,0,1,0,1,1
Mumuye,,mzm,,mzm,0,0,0,0,0,0,1,1
Riang (India),,ria,,ria,0,0,0,0,0,0,1,1
Dii,,dur,,dur,0,0,0,0,0,0,1,1
Liangmai Naga,,njn,,njn,0,0,0,0,0,0,1,1
Makhuwa-Shirima,,vmk,,vmk,0,0,0,0,0,0,1,1
Tyap,,kcg,,kcg,0,0,0,0,0,0,1,1
Plapo Krumen,,ktj,,ktj,0,0,0,0,0,0,1,1
Gangte,,gnb,,gnb,0,0,0,0,0,0,1,1
Tai,,taw,,taw,0,0,0,0,0,0,1,1
Konai,,kxw,,kxw,0,0,0,0,0,0,1,1
Sirionó,,srq,,srq,0,0,0,0,0,0,1,1
Isthmus-Mecayapan Nahuatl,,nhx,,nhx,0,0,0,0,0,0,1,1
Krio,,kri,,kri,0,0,0,0,0,0,1,1
Soli,,sby,,sby,0,0,0,0,0,0,1,1
Pichis Ashéninka,,cpu,,cpu,0,0,0,0,0,0,1,1
ut-Hun,,uth,,uth,0,0,0,0,0,0,1,1
Algerian Arabic,,arq,,arq,0,0,0,0,0,0,1,1
Angami Naga,,njm,,njm,0,0,0,0,0,0,1,1
Serer,,srr,,srr,0,0,0,0,0,0,1,1
Selee,,snw,,snw,0,0,0,0,0,0,1,1
Fordata,,frd,,frd,0,0,0,0,0,0,1,1
Central Malay,,pse,,pse,0,0,0,0,0,0,1,1
Southern Toussian,,wib,,wib,0,0,0,0,0,0,1,1
Mayo,,mfy,,mfy,0,0,0,0,0,0,1,1
Baga Sitemu,,bsp,,bsp,0,0,0,0,0,0,1,1
Sissala,,sld,,sld,0,0,0,0,0,0,1,1
Ainu (Japan),,ain,,ain,0,0,0,0,0,0,1,1
Ono,,ons,,ons,0,0,0,0,0,0,1,1
Masaaba,,myx,,myx,0,0,0,0,0,0,1,1
Shilluk,,shk,,shk,0,0,0,0,0,0,1,1
Maiadomu,,mzz,,mzz,0,0,0,0,0,0,1,1
Kurukh,,kru,,kru,0,0,0,0,0,0,1,1
Baniwa,,bwi,,bwi,0,0,0,0,0,0,1,1
To'abaita,,mlu,,mlu,0,0,0,0,0,0,1,1
Maung,,mph,,mph,0,0,0,0,0,0,1,1
Lambya,,lai,,lai,0,0,0,0,0,0,1,1
Jola-Kasa,,csk,,csk,0,0,0,0,0,0,1,1
Anyin,,any,,any,0,0,0,0,0,0,1,1
Tewe,,twx,,twx,0,0,0,0,0,0,1,1
Pokomo,,pkb,,pkb,0,0,0,0,0,0,1,1
Salasaca Highland Quichua,,qxl,,qxl,0,0,0,0,0,0,1,1
Pamona,,pmf,,pmf,0,0,0,0,0,0,1,1
Machame,,jmc,,jmc,0,0,0,0,0,0,1,1
Manado Malay,,xmm,,xmm,0,0,0,0,0,0,1,1
Koyraboro Senni Songhai,,ses,,ses,0,0,0,0,0,0,1,1
North Bolivian Quechua,,qul,,qul,0,0,0,0,0,0,1,1
Kituba (Democratic Republic of Congo),,ktu,,ktu,0,0,0,0,0,0,1,1
Northern Katang,,ncq,,ncq,0,0,0,0,0,0,1,1
Santa María Quiegolani Zapotec,,zpi,,zpi,0,0,0,0,0,0,1,1
Aché,,guq,,guq,0,0,0,0,0,0,1,1
Ashéninka Pajonal,,cjo,,cjo,0,0,0,0,0,0,1,1
Takwane,,tke,,tke,0,0,0,0,0,0,1,1
Havu,,hav,,hav,0,0,0,0,0,0,1,1
Nyaturu,,rim,,rim,0,0,0,0,0,0,1,1
Laari,,ldi,,ldi,0,0,0,0,0,0,1,1
Western Penan,,pne,,pne,0,0,0,0,0,0,1,1
Wali (Ghana),,wlx,,wlx,0,0,0,0,0,0,1,1
Southern Rincon Zapotec,,zsr,,zsr,0,0,0,0,0,0,1,1
Dupaninan Agta,,duo,,duo,0,0,0,0,0,0,1,1
Western Dani,,dnw,,dnw,0,0,0,0,0,0,1,1
Kaba,,ksp,,ksp,0,0,0,0,0,0,1,1
Huarijio,,var,,var,0,0,0,0,0,0,1,1
Rungus,,drg,,drg,0,0,0,0,0,0,1,1
Taupota,,tpa,,tpa,0,0,0,0,0,0,1,1
Western Arrarnta,,are,,are,0,0,0,0,0,0,1,1
Northern Tepehuan,,ntp,,ntp,0,0,0,0,0,0,1,1
North Marquesan,,mrq,,mrq,0,0,0,0,0,0,1,1
Yemba,,ybb,,ybb,0,0,0,0,0,0,1,1
Datooga,,tcc,,tcc,0,0,0,0,0,0,1,1
Wichí Lhamtés Vejoz,,wlv,,wlv,0,0,0,0,0,0,1,1
Northern Luri,,lrc,,lrc,0,0,0,0,0,0,1,1
Una,,mtg,,mtg,0,0,0,0,0,0,1,1
Rukai,,dru,,dru,0,0,0,0,0,0,1,1
Pijin,,pis,,pis,0,0,0,0,0,0,1,1
Southern Kalinga,,ksc,,ksc,0,0,0,0,0,0,1,1
Borgu Fulfulde,,fue,,fue,0,0,0,0,0,0,1,1
Upper Guinea Crioulo,,pov,,pov,0,0,0,0,0,0,1,1
Culina,,cul,,cul,0,0,0,0,0,0,1,1
Islander Creole English,,icr,,icr,0,0,0,0,0,0,1,1
Cajonos Zapotec,,zad,,zad,0,0,0,0,0,0,1,1
Southern East Cree,,crj,,crj,0,0,0,0,0,0,1,1
Ngazidja Comorian,,zdj,,zdj,0,0,0,0,0,0,1,1
Ma'di,,mhi,,mhi,0,0,0,0,0,0,1,1
Laki,,lki,,lki,0,0,0,0,0,0,1,1
Karajá,,kpj,,kpj,0,0,0,0,0,0,1,1
Koma,,kmy,,kmy,0,0,0,0,0,0,1,1
Namiae,,nvm,,nvm,0,0,0,0,0,0,1,1
Ambo-Pasco Quechua,,qva,,qva,0,0,0,0,0,0,1,1
Fataluku,,ddg,,ddg,0,0,0,0,0,0,1,1
Pisaflores Tepehua,,tpp,,tpp,0,0,0,0,0,0,1,1
Brooke's Point Palawano,,plw,,plw,0,0,0,0,0,0,1,1
Ngiti,,niy,,niy,0,0,0,0,0,0,1,1
Northern Pame,,pmq,,pmq,0,0,0,0,0,0,1,1
Warao,,wba,,wba,0,0,0,0,0,0,1,1
Chokwe,,cjk,cjk_Latn,cjk,0,0,1,0,0,0,1,1
Tobelo,,tlb,,tlb,0,0,0,0,0,0,1,1
Lamkang,,lmk,,lmk,0,0,0,0,0,0,1,1
Shor,,cjs,,cjs,0,0,0,0,0,0,1,1
Timugon Murut,,tih,,tih,0,0,0,0,0,0,1,1
Shughni,,sgh,,sgh,0,0,0,0,0,0,1,1
Beaver,,bea,,bea,0,0,0,0,0,0,1,1
Ot Danum,,otd,,otd,0,0,0,0,0,0,1,1
Tanimuca-Retuarã,,tnc,,tnc,0,0,0,0,0,0,1,1
Malawi Sena,,swk,,swk,0,0,0,0,0,0,1,1
Ma'anyan,,mhy,,mhy,0,0,0,0,0,0,1,1
Lundayeh,,lnd,,lnd,0,0,0,0,0,0,1,1
Timne,,tem,,tem,0,0,0,0,0,0,1,1
Pwo Northern Karen,,pww,,pww,0,0,0,0,0,0,1,1
Adi,,adi,,adi,0,0,0,0,0,0,1,1
Simte,,smt,,smt,0,0,0,0,0,0,1,1
Santiago del Estero Quichua,,qus,,qus,0,0,0,0,0,0,1,1
Nsenga,,nse,,nse,0,0,0,0,0,0,1,1
Mampruli,,maw,,maw,0,0,0,0,0,0,1,1
Sankaran Maninka,,msc,,msc,0,0,0,0,0,0,1,1
Phom Naga,,nph,,nph,0,0,0,0,0,0,1,1
Dhangu-Djangu,,dhg,,dhg,0,0,0,0,0,0,1,1
Konyak Naga,,nbe,,nbe,0,0,0,0,0,0,1,1
