language,lang_code,country,number_of_speakers,corpus_size,corpus_metric_used,cluster_class,cluster_name,category,family,script_type
Cashibo-Cacataibo,cbr,Unknown,2300,140654,words,0,Cluster 0,Indigenous,Panoan,Latin
Gusii,guz,Unknown,3693700,139038,words,0,Cluster 0,Regional,Niger-Congo,Latin
Sarangani Manobo,mbs,Unknown,87000,138483,words,0,Cluster 0,Indigenous,Austronesian,Latin
Palikúr,plu,Unknown,3500,138328,words,0,Cluster 0,Indigenous,Maipurean,Latin
Hdi,xed,Unknown,58000,135319,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Khana,ogo,Unknown,496000,134869,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Khiamniungan Naga,kix,Unknown,82000,134559,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Tumbuka,tum,Unknown,4035400,134183,words,0,Cluster 0,Regional,Niger-Congo,Latin
Ladakhi,lbj,Unknown,170700,134140,words,0,Cluster 0,Indigenous,Sino-Tibetan,Non-Latin
Arabela,arl,Unknown,400,133336,words,0,Cluster 0,Indigenous,Zaparoan,Latin
Mandinka,mnk,Unknown,2474500,133206,words,0,Cluster 0,Regional,Niger-Congo,Latin
Makonde,kde,Unknown,2860600,133125,words,0,Cluster 0,Regional,Niger-Congo,Latin
Warlpiri,wbp,Unknown,2500,132901,words,0,Cluster 0,Indigenous,Australian,Latin
Coyutla Totonac,toc,Unknown,64000,131580,words,0,Cluster 0,Indigenous,Totonacan,Latin
Bassa,bsq,Unknown,809500,131099,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
San Pedro Amuzgos Amuzgo,azg,Unknown,5700,130479,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Achagua,aca,Unknown,1000,129922,words,0,Cluster 0,Indigenous,Maipurean,Latin
Michoacán Nahuatl,ncl,Unknown,4700,129712,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Kadiwéu,kbc,Unknown,2100,128539,words,0,Cluster 0,Indigenous,Guaykuruan,Latin
Totontepec Mixe,mto,Unknown,7300,128103,words,0,Cluster 0,Indigenous,Mixe-Zoquean,Latin
Chumburung,ncu,Unknown,118500,127214,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Hunsrik,hrx,Unknown,5006000,126864,words,0,Cluster 0,Regional,Indo-European,Latin
Mamara Senoufo,myk,Unknown,1735000,126372,words,0,Cluster 0,Regional,Niger-Congo,Latin
Bantoanon,bno,Unknown,93000,126201,words,0,Cluster 0,Indigenous,Austronesian,Latin
Abé,aba,Unknown,350000,126078,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Central Yupik,esu,Unknown,27000,125977,words,0,Cluster 0,Indigenous,Eskimo-Aleut,Latin
Sherpa,xsr,Unknown,143500,125678,words,0,Cluster 0,Indigenous,Sino-Tibetan,Non-Latin
Tetelcingo Nahuatl,nhg,Unknown,5500,125574,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Nyakyusa-Ngonde,nyy,Unknown,1923000,124970,words,0,Cluster 0,Regional,Niger-Congo,Latin
Sampang,rav,Unknown,1600,124935,words,0,Cluster 0,Indigenous,Sino-Tibetan,Non-Latin
Moose Cree,crm,Unknown,8000,123837,words,0,Cluster 0,Indigenous,Algic,Non-Latin
Waffa,waj,Unknown,3700,123236,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Kuni-Boazi,kvg,Unknown,8300,123166,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Tokelau,tkl,Unknown,11170,122791,words,0,Cluster 0,Indigenous,Austronesian,Latin
Koti,eko,Unknown,155000,122452,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Chuave,cjv,Unknown,79000,121769,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Nek,nif,Unknown,3100,121739,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Sateré-Mawé,mav,Unknown,16800,121634,words,0,Cluster 0,Indigenous,Tupian,Latin
Nali,nss,Unknown,5900,121610,words,0,Cluster 0,Indigenous,Austronesian,Latin
Chachi,cbi,Unknown,11000,119128,words,0,Cluster 0,Indigenous,Barbacoan,Latin
Tsakhur,tkr,Unknown,44000,119007,words,0,Cluster 0,Indigenous,Nakh-Daghestanian,Non-Latin
Even,eve,Unknown,20000,118926,words,0,Cluster 0,Indigenous,Tungusic,Non-Latin
Kala Lagaw Ya,mwp,Unknown,1000,118832,words,0,Cluster 0,Indigenous,Australian,Latin
Ringgou,rgu,Unknown,14000,118803,words,0,Cluster 0,Indigenous,Austronesian,Latin
Busa,bqp,Unknown,22000,118791,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Tangkhul Naga (India),nmf,Unknown,228000,117807,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Kagayanen,cgc,Unknown,40000,116600,words,0,Cluster 0,Indigenous,Austronesian,Latin
Diuxi-Tilantongo Mixtec,xtd,Unknown,4500,116224,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Pinotepa Nacional Mixtec,mio,Unknown,32000,115862,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Mamasa,mqj,Unknown,217000,115415,words,0,Cluster 0,Indigenous,Austronesian,Latin
Enlhet,enl,Unknown,8800,114948,words,0,Cluster 0,Indigenous,Mascoyan,Latin
Kpelle,kpe,Unknown,1610300,114706,words,0,Cluster 0,Regional,Niger-Congo,Latin
Apinayé,apn,Unknown,1900,114399,words,0,Cluster 0,Indigenous,Jean,Latin
Caribbean Hindustani,hns,Unknown,792600,114288,words,0,Cluster 0,Indigenous,Indo-European,Latin
Sudest,tgo,Unknown,5900,113428,words,0,Cluster 0,Indigenous,Austronesian,Latin
Masai,mas,Unknown,3279800,112301,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Urat,urt,Unknown,12000,112036,words,0,Cluster 0,Indigenous,Torricelli,Latin
Francisco León Zoque,zos,Unknown,32000,111738,words,0,Cluster 0,Indigenous,Mixe-Zoquean,Latin
Toma,tod,Unknown,282000,111131,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ninzo,nin,Unknown,147000,110677,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ambonese Malay,abs,Unknown,409460,110063,words,0,Cluster 0,Indigenous,Creole,Latin
Ivbie North-Okpela-Arhe,atg,Unknown,73000,110019,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Adzera,adz,Unknown,61500,110011,words,0,Cluster 0,Indigenous,Austronesian,Latin
Southern Nambikuára,nab,Unknown,1340,109909,words,0,Cluster 0,Indigenous,Nambikwara,Latin
Camsá,kbh,Unknown,7900,109908,words,0,Cluster 0,Indigenous,Language isolate,Latin
Eastern Khumi Chin,cek,Unknown,14000,109489,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Kwere,cwe,Unknown,330000,109473,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Kube,kgf,Unknown,15000,109361,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Apurinã,apu,Unknown,7700,109002,words,0,Cluster 0,Indigenous,Maipurean,Latin
Emberá-Catío,cto,Unknown,51000,108797,words,0,Cluster 0,Indigenous,Chocoan,Latin
Tewa (USA),tew,Unknown,5200,108367,words,0,Cluster 0,Indigenous,Kiowa-Tanoan,Latin
Bribri,bzd,Unknown,15300,108285,words,0,Cluster 0,Indigenous,Chibchan,Latin
Binandere,bhg,Unknown,12000,107951,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Border Kuna,kvn,Unknown,3700,107752,words,0,Cluster 0,Indigenous,Chibchan,Latin
Zemba,dhm,Unknown,45700,107314,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Yanesha',ame,Unknown,9000,106450,words,0,Cluster 0,Indigenous,Maipurean,Latin
Balangao,blw,Unknown,33000,106448,words,0,Cluster 0,Indigenous,Austronesian,Latin
Southern Dagaare,dga,Unknown,1268000,106147,words,0,Cluster 0,Regional,Niger-Congo,Latin
Western Tlacolula Valley Zapotec,zab,Unknown,49100,105754,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Gela,nlg,Unknown,24000,104801,words,0,Cluster 0,Indigenous,Austronesian,Latin
Haruai,tmd,Unknown,4100,104405,words,0,Cluster 0,Indigenous,Piawi,Latin
Tsikimba,kdl,Unknown,186000,103656,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Fasu,faa,Unknown,4100,103265,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Kok Borok,trp,Unknown,1351700,103111,words,0,Cluster 0,Regional,Sino-Tibetan,Latin
Western Lawa,lcp,Unknown,9100,102901,words,0,Cluster 0,Indigenous,Austro-Asiatic,Non-Latin
Tsishingini,tsw,Unknown,183000,102661,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Vidunda,vid,Unknown,15000,102455,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Edolo,etr,Unknown,3400,101889,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Sierra de Juárez Zapotec,zaa,Unknown,6300,101676,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Nuer,nus,Unknown,1760300,101094,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Kaluli,bco,Unknown,3700,100930,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Beembe,beq,Unknown,150000,100880,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Dangaléat,daa,Unknown,147000,100670,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Sangir,sxn,Unknown,529000,100367,words,0,Cluster 0,Indigenous,Austronesian,Latin
Alekano,gah,Unknown,62000,99728,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Chayahuita,cbt,Unknown,22000,99521,words,0,Cluster 0,Indigenous,Cahuapanan,Latin
Cañar Highland Quichua,qxr,Unknown,173000,99269,words,0,Cluster 0,Indigenous,Quechuan,Latin
Dhao,nfa,Unknown,3100,99039,words,0,Cluster 0,Indigenous,Austronesian,Latin
Chayuco Mixtec,mih,Unknown,16000,98634,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Tumulung Sisaala,sil,Unknown,187000,97897,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Gumuz,guk,Unknown,639000,97805,words,0,Cluster 0,Indigenous,Nilo-Saharan,Non-Latin
Mansaka,msk,Unknown,89000,96526,words,0,Cluster 0,Indigenous,Austronesian,Latin
Izii,izz,Unknown,771000,96503,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Bakairí,bkq,Unknown,1500,96223,words,0,Cluster 0,Indigenous,Cariban,Latin
Tektiteko,ttc,Unknown,3590,95320,words,0,Cluster 0,Indigenous,Mayan,Latin
Kosarek Yale,kkl,Unknown,4300,94980,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Potawatomi,pot,Unknown,28800,94901,words,0,Cluster 0,Indigenous,Algic,Latin
Abui,abz,Unknown,30000,94087,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Cajamarca Quechua,qvc,Unknown,40000,93788,words,0,Cluster 0,Indigenous,Quechuan,Latin
Northern Conchucos Ancash Quechua,qxn,Unknown,321000,93503,words,0,Cluster 0,Indigenous,Quechuan,Latin
Colorado,cof,Unknown,3300,93165,words,0,Cluster 0,Indigenous,Barbacoan,Latin
Attié,ati,Unknown,838000,92951,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Macushi,mbc,Unknown,40500,91924,words,0,Cluster 0,Indigenous,Cariban,Latin
Amarakaeri,amr,Unknown,2200,91867,words,0,Cluster 0,Indigenous,Harákmbut,Latin
Anmatyerre,amx,Unknown,700,91530,words,0,Cluster 0,Indigenous,Australian,Latin
Yaqui,yaq,Unknown,45000,91283,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Xicotepec De Juárez Totonac,too,Unknown,18000,89708,words,0,Cluster 0,Indigenous,Totonacan,Latin
Suba,sxb,Unknown,173000,89198,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Rincón Zapotec,zar,Unknown,39000,88642,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Aringa,luc,Unknown,1042000,88543,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Central Cagayan Agta,agt,Unknown,1200,88460,words,0,Cluster 0,Indigenous,Austronesian,Latin
Southern Nuni,nnw,Unknown,238000,87986,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ajyíninka Apurucayali,cpc,Unknown,5300,87316,words,0,Cluster 0,Indigenous,Maipurean,Latin
Torres Strait Creole,tcs,Unknown,6620,87104,words,0,Cluster 0,Indigenous,Creole,Latin
Masbatenyo,msb,Unknown,1013000,86745,words,0,Cluster 0,Regional,Austronesian,Latin
Phende,pem,Unknown,1222000,86460,words,0,Cluster 0,Regional,Niger-Congo,Latin
Central Subanen,syb,Unknown,216000,85365,words,0,Cluster 0,Indigenous,Austronesian,Latin
Nyamwanga,mwn,Unknown,539300,85320,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Luwo,lwo,Unknown,254000,85311,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Denya,anv,Unknown,37000,85172,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Kaiwá,kgk,Unknown,36600,84967,words,0,Cluster 0,Indigenous,Tupian,Latin
Ogea,eri,Unknown,4200,84959,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Nadëb,mbj,Unknown,700,83638,words,0,Cluster 0,Indigenous,Puinavean,Latin
Rejang,rej,Unknown,414000,83448,words,0,Cluster 0,Indigenous,Austronesian,Latin
Mixtepec Zapotec,zpm,Unknown,11000,82689,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ambai,amk,Unknown,40000,82248,words,0,Cluster 0,Indigenous,Austronesian,Latin
Uripiv-Wala-Rano-Atchin,upv,Unknown,12000,81838,words,0,Cluster 0,Indigenous,Austronesian,Latin
Nkonya,nko,Unknown,28000,81781,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Binukid,bkd,Unknown,205000,81301,words,0,Cluster 0,Indigenous,Austronesian,Latin
Tacana,tna,Unknown,19000,80931,words,0,Cluster 0,Indigenous,Tacanan,Latin
Wallisian,wls,Unknown,35600,80578,words,0,Cluster 0,Indigenous,Austronesian,Latin
Akawaio,ake,Unknown,8200,80073,words,0,Cluster 0,Indigenous,Cariban,Latin
Lashi,lsi,Unknown,36500,79886,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Tatuyo,tav,Unknown,400,79622,words,0,Cluster 0,Indigenous,Tucanoan,Latin
Santo Domingo Albarradas Zapotec,zas,Unknown,11000,79577,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Swampy Cree,csw,Unknown,8000,79060,words,0,Cluster 0,Indigenous,Algic,Latin
Miyobe,soy,Unknown,23300,78916,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ottawa,otw,Unknown,79400,78733,words,0,Cluster 0,Indigenous,Algic,Latin
Maore Comorian,swb,Unknown,325900,78462,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Highland Popoluca,poi,Unknown,46000,78316,words,0,Cluster 0,Indigenous,Mixe-Zoquean,Latin
Are,mwc,Unknown,5200,78305,words,0,Cluster 0,Indigenous,Austronesian,Latin
Mayoyao Ifugao,ifu,Unknown,40000,77723,words,0,Cluster 0,Indigenous,Austronesian,Latin
Southeastern Tepehuan,stp,Unknown,13000,77718,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Aja (Benin),ajg,Unknown,1450000,77708,words,0,Cluster 0,Regional,Niger-Congo,Latin
Wedau,wed,Unknown,4500,77685,words,0,Cluster 0,Indigenous,Austronesian,Latin
Paranan,prf,Unknown,19000,76866,words,0,Cluster 0,Indigenous,Austronesian,Latin
Ika,ikk,Unknown,46000,76007,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Kutu,kdc,Unknown,148000,75826,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ozolotepec Zapotec,zao,Unknown,10000,75112,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ocotepec Mixtec,mie,Unknown,8200,74521,words,0,Cluster 0,Indigenous,Otomanguean,Latin
San Vicente Coatlán Zapotec,zpt,Unknown,4200,74211,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ngindo,nnq,Unknown,723000,73526,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Western Apache,apw,Unknown,23000,73460,words,0,Cluster 0,Indigenous,Eyak-Athabaskan,Latin
Upper Necaxa Totonac,tku,Unknown,4500,72570,words,0,Cluster 0,Indigenous,Totonacan,Latin
Meru,mer,Unknown,2708000,72512,words,0,Cluster 0,Regional,Niger-Congo,Latin
Luguru,ruf,Unknown,1542000,72069,words,0,Cluster 0,Regional,Niger-Congo,Latin
San Juan Colorado Mixtec,mjc,Unknown,10000,72068,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Muyang,muy,Unknown,48000,72000,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Mwani,wmw,Unknown,161000,71584,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Esan,ish,Unknown,743000,71378,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Makhuwa-Meetto,mgh,Unknown,2419300,71260,words,0,Cluster 0,Regional,Niger-Congo,Latin
Dungan,dng,Unknown,182500,70320,words,0,Cluster 0,Indigenous,Sino-Tibetan,Non-Latin
San Martín Itunyoso Triqui,trq,Unknown,3600,70130,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ata Manobo,atd,Unknown,41000,69920,words,0,Cluster 0,Indigenous,Austronesian,Latin
Minaveha,mvn,Unknown,4100,69692,words,0,Cluster 0,Indigenous,Austronesian,Latin
Nigeria Mambila,mzk,Unknown,219000,69682,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Southern Puebla Mixtec,mit,Unknown,3700,69430,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Paiwan,pwn,Unknown,95700,69281,words,0,Cluster 0,Indigenous,Austronesian,Latin
Nyole,nuj,Unknown,756000,69102,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Caluyanun,clu,Unknown,52000,69065,words,0,Cluster 0,Indigenous,Austronesian,Latin
Miahuatlán Zapotec,zam,Unknown,1200,68955,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Murui Huitoto,huu,Unknown,14100,68804,words,0,Cluster 0,Indigenous,Witotoan,Latin
Abua,abn,Unknown,56000,68745,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Hanunoo,hnn,Unknown,24000,68730,words,0,Cluster 0,Indigenous,Austronesian,Latin
Estado de México Otomi,ots,Unknown,23000,68728,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Jèrriais,nrf,Unknown,18920,68475,words,0,Cluster 0,Indigenous,Indo-European,Latin
Northern Kankanay,xnn,Unknown,144000,68433,words,0,Cluster 0,Indigenous,Austronesian,Latin
Mape,mlh,Unknown,3500,68421,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Yine,pib,Unknown,5500,67921,words,0,Cluster 0,Indigenous,Maipurean,Latin
Samberigi,ssx,Unknown,35000,67879,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Santa María Zacatepec Mixtec,mza,Unknown,3200,67860,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Sarangani Blaan,bps,Unknown,140000,67674,words,0,Cluster 0,Indigenous,Austronesian,Latin
Kuku-Yalanji,gvn,Unknown,300,67401,words,0,Cluster 0,Indigenous,Australian,Latin
Central Tunebo,tuf,Unknown,3800,67320,words,0,Cluster 0,Indigenous,Chibchan,Latin
Ewondo,ewo,Unknown,2363000,66884,words,0,Cluster 0,Regional,Niger-Congo,Latin
Zotung Chin,czt,Unknown,54000,66673,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Quiotepec Chinantec,chq,Unknown,11000,66433,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Fataleka,far,Unknown,14000,66419,words,0,Cluster 0,Indigenous,Austronesian,Latin
Fore,for,Unknown,47000,66195,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Kamano,kbq,Unknown,129000,66072,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Coatzospan Mixtec,miz,Unknown,2800,65664,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Isthmus Mixe,mir,Unknown,32000,65443,words,0,Cluster 0,Indigenous,Mixe-Zoquean,Latin
Waorani,auc,Unknown,2930,64563,words,0,Cluster 0,Indigenous,Language isolate,Latin
Awara,awx,Unknown,3000,64269,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Mohawk,moh,Unknown,38600,64250,words,0,Cluster 0,Indigenous,Iroquoian,Latin
Yawa,yva,Unknown,12000,63712,words,0,Cluster 0,Indigenous,West Papuan,Latin
Idoma,idu,Unknown,1275000,63483,words,0,Cluster 0,Regional,Niger-Congo,Latin
Igede,ige,Unknown,526000,63261,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
San Mateo Del Mar Huave,huv,Unknown,14000,63005,words,0,Cluster 0,Indigenous,Huavean,Latin
Bana,bcw,Unknown,74000,62719,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Central Tarahumara,tar,Unknown,40000,62288,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Tol,jic,Unknown,23000,61916,words,0,Cluster 0,Indigenous,Jicaquean,Latin
Lalana Chinantec,cnl,Unknown,14000,61196,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Akukem,spm,Unknown,1200,61177,words,0,Cluster 0,Indigenous,Ramu-Lower Sepik,Latin
Kalagan,kqe,Unknown,102000,60874,words,0,Cluster 0,Indigenous,Austronesian,Latin
Secoya,sey,Unknown,2000,60225,words,0,Cluster 0,Indigenous,Tucanoan,Latin
Hamer-Banna,amf,Unknown,141000,60187,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Southern Conchucos Ancash Quechua,qxo,Unknown,342000,59449,words,0,Cluster 0,Indigenous,Quechuan,Latin
Tooro,ttj,Unknown,1200000,59107,words,0,Cluster 0,Regional,Niger-Congo,Latin
Highland Puebla Nahuatl,azz,Unknown,227000,58483,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Yakan,yka,Unknown,203300,58337,words,0,Cluster 0,Indigenous,Austronesian,Latin
Caquinte,cot,Unknown,400,58184,words,0,Cluster 0,Indigenous,Maipurean,Latin
Baltic Romani,rml,Unknown,28600,58175,words,0,Cluster 0,Indigenous,Indo-European,Latin
Mundurukú,myu,Unknown,12000,58167,words,0,Cluster 0,Indigenous,Tupian,Latin
Eastern Oromo,hae,Unknown,8291000,58015,words,0,Cluster 0,Regional,Afro-Asiatic,Latin
Ayutla Mixtec,miy,Unknown,15000,57940,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Buamu,box,Unknown,433000,57747,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Wahau Kenyah,whk,Unknown,11300,57258,words,0,Cluster 0,Indigenous,Austronesian,Latin
Okpe (Southwestern Edo),oke,Unknown,52000,57100,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ga'dang,gdg,Unknown,8900,57067,words,0,Cluster 0,Indigenous,Austronesian,Latin
Bora,boa,Unknown,4600,57051,words,0,Cluster 0,Indigenous,Witotoan,Latin
Silacayoapan Mixtec,mks,Unknown,25700,56906,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Batak Dairi,btd,Unknown,2190000,55823,words,0,Cluster 0,Regional,Austronesian,Latin
Atatláhuca Mixtec,mib,Unknown,12000,55683,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Tuyuca,tue,Unknown,2500,55492,words,0,Cluster 0,Indigenous,Tucanoan,Latin
Obolo,ann,Unknown,357000,55311,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Buli (Ghana),bwu,Unknown,231000,55051,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ucayali-Yurúa Ashéninka,cpb,Unknown,10100,54827,words,0,Cluster 0,Indigenous,Maipurean,Latin
Gwichʼin,gwi,Unknown,3500,54706,words,0,Cluster 0,Indigenous,Eyak-Athabaskan,Latin
Lobala,loq,Unknown,174000,54487,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ngawn Chin,cnw,Unknown,19000,54341,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Wala,lgl,Unknown,14000,54000,words,0,Cluster 0,Indigenous,Austronesian,Latin
Sanumá,xsu,Unknown,2000,53911,words,0,Cluster 0,Indigenous,Yanomaman,Latin
Toura (Côte d'Ivoire),neb,Unknown,91000,53727,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Yaminahua,yaa,Unknown,3400,53622,words,0,Cluster 0,Indigenous,Panoan,Latin
Lango (Uganda),laj,Unknown,2700000,53381,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Central Bontok,lbk,Unknown,26000,52975,words,0,Cluster 0,Indigenous,Austronesian,Latin
Cubeo,cub,Unknown,15600,52963,words,0,Cluster 0,Indigenous,Tucanoan,Latin
Capanahua,kaq,Unknown,500,52870,words,0,Cluster 0,Indigenous,Panoan,Latin
Eastern Arrernte,aer,Unknown,3100,52711,words,0,Cluster 0,Indigenous,Australian,Latin
Kalanga,kck,Unknown,423000,52605,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Kakabai,kqf,Unknown,1700,52094,words,0,Cluster 0,Indigenous,Austronesian,Latin
Nomatsiguenga,not,Unknown,9600,51540,words,0,Cluster 0,Indigenous,Maipurean,Latin
Giryama,nyf,Unknown,1567200,51483,words,0,Cluster 0,Regional,Niger-Congo,Latin
Tepeuxila Cuicatec,cux,Unknown,12000,51126,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Sylheti,syl,Unknown,11520000,50921,words,0,Cluster 0,Major Regional,Indo-European,Non-Latin
Hixkaryána,hix,Unknown,900,50590,words,0,Cluster 0,Indigenous,Cariban,Latin
Yamba,yam,Unknown,175000,50427,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Mokole,mkl,Unknown,44000,50279,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Nivaclé,cag,Unknown,18200,50081,words,0,Cluster 0,Indigenous,Matacoan,Latin
Yucuna,ycn,Unknown,3400,49796,words,0,Cluster 0,Indigenous,Maipurean,Latin
Toraja-Sa'dan,sda,Unknown,1018000,49635,words,0,Cluster 0,Regional,Austronesian,Latin
Amatlán Zapotec,zpo,Unknown,13000,49409,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Western Subanon,suc,Unknown,155000,49365,words,0,Cluster 0,Indigenous,Austronesian,Latin
Wa,wbm,Unknown,94100,49060,words,0,Cluster 0,Indigenous,Austro-Asiatic,Latin
Rapanui,rap,Unknown,9300,48897,words,0,Cluster 0,Indigenous,Austronesian,Latin
Central Kanuri,knc,Unknown,9767000,48492,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Zarma,dje,Unknown,5316600,48460,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Nukna,klt,Unknown,1600,48188,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Mian,mpt,Unknown,2600,48100,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Guarayu,gyr,Unknown,25000,47081,words,0,Cluster 0,Indigenous,Tupian,Latin
Matal,mfh,Unknown,60000,47073,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Caló,rmq,Unknown,933500,46875,words,0,Cluster 0,Indigenous,Mixed language,Latin
Baba Malay,mbf,Unknown,304000,46805,words,0,Cluster 0,Indigenous,Creole,Latin
Koya,kff,Unknown,45000,45945,words,0,Cluster 0,Indigenous,Dravidian,Non-Latin
Ndali,ndh,Unknown,611000,45521,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
